User Link,Reputation
"1145666","16913"
"719363","16913"
"1331399","16910"
"1437642","16910"
"2334192","16903"
"1420279","16894"
"109112","16881"
"218592","16879"
"929902","16878"
"669044","16878"
"924109","16877"
"253257","16877"
"21501","16876"
"227884","16873"
"176922","16868"
"255294","16866"
"63011","16863"
"57132","16863"
"319906","16863"
"55078","16862"
"114664","16859"
"36388","16858"
"107591","16849"
"996493","16849"
"903061","16847"
"270","16845"
"467019","16841"
"179715","16840"
"128896","16835"
"3584","16832"
"5555","16829"
"4830","16828"
"3723423","16821"
"763080","16813"
"9266","16813"
"1561247","16805"
"533552","16805"
"8325","16794"
"8002","16793"
"184367","16790"
"195594","16778"
"2865777","16776"
"227803","16771"
"184060","16770"
"13227","16769"
"216431","16769"
"695343","16763"
"1175101","16763"
"1163019","16761"
"90025","16761"
"1399491","16761"
"900","16758"
"254635","16751"
"6349","16750"
"206446","16749"
"149458","16748"
"10861","16746"
"46223","16744"
"252014","16740"
"3337070","16740"
"192801","16737"
"19468","16736"
"3488","16731"
"31676","16731"
"1188826","16730"
"162355","16727"
"119159","16725"
"274627","16724"
"704327","16718"
"702944","16717"
"8479","16716"
"133374","16713"
"123471","16712"
"69749","16710"
"15934","16706"
"1590502","16701"
"390819","16700"
"85","16696"
"135946","16692"
"176741","16689"
"283302","16689"
"1798593","16687"
"303073","16681"
"240613","16681"
"1491","16670"
"417292","16669"
"417520","16666"
"1680957","16664"
"167980","16663"
"242493","16662"
"152963","16662"
"161201","16661"
"1531054","16658"
"277952","16654"
"662605","16653"
"3829407","16652"
"19601","16648"
"174375","16646"
"58956","16641"
"149053","16641"
"1027277","16635"
"276070","16634"
"4105","16633"
"28543","16632"
"577603","16631"
"673664","16626"
"3049264","16622"
"610979","16612"
"186997","16611"
"63485","16610"
"219406","16610"
"398309","16609"
"31284","16606"
"303056","16598"
"11917","16595"
"29005","16594"
"2605073","16589"
"188702","16587"
"2231815","16585"
"58635","16585"
"101999","16584"
"787893","16583"
"96780","16573"
"2859","16567"
"335415","16564"
"353852","16563"
"1048330","16562"
"744178","16562"
"857361","16561"
"170352","16556"
"649504","16553"
"1466","16550"
"346804","16547"
"4099593","16543"
"296446","16530"
"1670129","16529"
"1097780","16524"
"75224","16524"
"730","16519"
"137067","16518"
"24283","16518"
"3740","16509"
"50109","16507"
"223391","16506"
"117092","16506"
"440323","16503"
"21734","16502"
"50543","16501"
"300311","16498"
"2344584","16497"
"351984","16497"
"1263783","16495"
"974","16495"
"968969","16492"
"450534","16492"
"6340","16488"
"3883560","16484"
"86860","16481"
"79856","16481"
"113116","16479"
"262683","16455"
"3444777","16453"
"2681948","16445"
"603003","16441"
"16942","16439"
"1702","16435"
"1226453","16432"
"388916","16431"
"17123","16431"
"550618","16430"
"431526","16429"
"227863","16429"
"2598988","16428"
"723920","16411"
"312260","16410"
"1216612","16407"
"1785","16406"
"32484","16405"
"531342","16398"
"783175","16392"
"262667","16385"
"128384","16384"
"218257","16379"
"499214","16376"
"7565","16376"
"651480","16374"
"1024223","16374"
"240078","16372"
"161457","16372"
"1065190","16365"
"2583","16363"
"1810","16361"
"1168070","16361"
"253686","16359"
"209629","16357"
"2363","16356"
"754991","16352"
"265706","16352"
"100930","16349"
"758","16348"
"321505","16343"
"1251870","16335"
"1426193","16333"
"33345","16328"
"221617","16325"
"2311360","16322"
"18627","16321"
"2333214","16320"
"850848","16318"
"2083599","16315"
"231837","16312"
"477127","16311"
"1247781","16311"
"914272","16310"
"1253312","16304"
"66725","16303"
"1804599","16301"
"12274","16292"
"111124","16286"
"30812","16286"
"1011527","16286"
"825757","16278"
"1977903","16266"
"73603","16263"
"960524","16256"
"387194","16251"
"2487184","16250"
"414413","16244"
"3903374","16243"
"345708","16236"
"492513","16232"
"1143","16230"
"6918","16229"
"72437","16223"
"1325423","16219"
"88442","16217"
"98530","16217"
"358281","16212"
"479869","16207"
"364869","16205"
"1838266","16199"
"1241690","16197"
"1143825","16197"
"592","16197"
"129190","16192"
"122080","16192"
"112","16188"
"27388","16181"
"1815797","16179"
"1216976","16171"
"40933","16166"
"138578","16165"
"172637","16165"
"618400","16163"
"719673","16155"
"149391","16137"
"403105","16133"
"95267","16129"
"6216","16128"
"112862","16128"
"2091410","16123"
"223424","16117"
"124674","16114"
"3498062","16108"
"172881","16108"
"8912","16107"
"289985","16102"
"39923","16101"
"717341","16101"
"128511","16101"
"274","16098"
"2065121","16096"
"1737192","16095"
"40906","16094"
"258127","16090"
"108827","16088"
"282601","16087"
"623518","16083"
"146737","16082"
"19851","16081"
"134877","16081"
"180043","16080"
"22211","16076"
"15727","16073"
"505722","16072"
"4353","16071"
"1362108","16067"
"1580201","16067"
"172176","16065"
"19629","16064"
"17027","16063"
"688653","16059"
"1026","16056"
"23264","16054"
"65133","16050"
"483779","16050"
"62192","16049"
"1126268","16048"
"194528","16047"
"15369","16046"
"2330053","16038"
"1369972","16037"
"276949","16032"
"130964","16027"
"219217","16025"
"763585","16019"
"248129","16019"
"92","16017"
"6198","16015"
"1269654","16014"
"3744182","16008"
"7136","16006"
"2616073","16003"
"326518","16002"
"265521","15994"
"548396","15989"
"3574819","15988"
"34942","15986"
"184730","15983"
"4682","15982"
"10703","15981"
"239168","15981"
"49910","15981"
"3187556","15981"
"385433","15979"
"453596","15974"
"74311","15970"
"32187","15969"
"104427","15965"
"15625","15955"
"721283","15955"
"322020","15954"
"404854","15948"
"9254","15944"
"1331451","15943"
"320180","15941"
"8090","15941"
"31899","15929"
"289651","15928"
"62830","15926"
"259576","15924"
"360171","15919"
"275","15914"
"2194","15914"
"2270762","15913"
"148968","15909"
"188044","15906"
"130352","15906"
"302187","15897"
"172531","15897"
"146821","15896"
"85306","15894"
"48700","15890"
"78336","15886"
"33203","15881"
"367220","15881"
"1700321","15878"
"822711","15875"
"7903","15874"
"4085910","15873"
"3246555","15868"
"1760345","15863"
"137624","15862"
"817452","15861"
"438544","15860"
"598683","15852"
"25972","15845"
"183422","15844"
"1156650","15840"
"477754","15840"
"456584","15839"
"284538","15839"
"1477421","15833"
"185541","15833"
"1461210","15831"
"2094","15829"
"55164","15825"
"20382","15816"
"440010","15815"
"1287812","15814"
"475125","15801"
"1169020","15801"
"418110","15798"
"11708","15794"
"138557","15794"
"74439","15788"
"285694","15783"
"516365","15782"
"12388","15781"
"23845","15780"
"4257","15780"
"4950","15776"
"569101","15776"
"101090","15774"
"779200","15771"
"331515","15771"
"1283124","15770"
"80136","15762"
"1818045","15755"
"135138","15754"
"544621","15751"
"64644","15751"
"108359","15749"
"117","15749"
"149008","15748"
"877391","15738"
"66617","15737"
"2658050","15732"
"623133","15730"
"841416","15726"
"45935","15725"
"238030","15722"
"196921","15718"
"844416","15715"
"617762","15715"
"1206613","15712"
"5409","15711"
"1265154","15710"
"1281485","15705"
"310121","15703"
"1343690","15700"
"128967","15697"
"180174","15694"
"1723545","15692"
"160811","15688"
"31141","15687"
"866732","15682"
"64474","15681"
"19624","15679"
"501459","15679"
"2541573","15676"
"100565","15673"
"783412","15668"
"1371070","15663"
"42303","15663"
"479180","15660"
"86046","15658"
"2361","15652"
"19404","15647"
"87796","15646"
"235","15633"
"17091","15633"
"3152130","15629"
"490961","15628"
"1401900","15627"
"32203","15616"
"340799","15612"
"7831","15602"
"1784052","15600"
"626692","15597"
"31667","15593"
"480937","15592"
"610940","15588"
"375394","15586"
"501187","15585"
"83871","15584"
"26004","15579"
"143327","15578"
"1605","15577"
"179972","15577"
"89761","15577"
"1371853","15577"
"245265","15575"
"153621","15575"
"649524","15575"
"8753","15573"
"493707","15571"
"4125191","15562"
"124257","15553"
"68105","15552"
"746961","15549"
"44990","15546"
"618598","15545"
"11543","15545"
"36457","15545"
"106356","15545"
"90002","15538"
"5469","15538"
"1446794","15536"
"169754","15536"
"67598","15531"
"1014938","15526"
"2281280","15524"
"8236","15520"
"1844392","15516"
"5745","15515"
"1348324","15514"
"1369235","15512"
"5645","15510"
"3347","15502"
"103202","15500"
"366234","15496"
"16959","15496"
"731138","15488"
"526547","15483"
"712358","15483"
"311339","15482"
"468327","15479"
"2504224","15474"
"188414","15473"
"1730674","15469"
"123695","15469"
"648313","15469"
"1606345","15467"
"640577","15465"
"2149718","15465"
"3546","15457"
"5812","15457"
"422797","15455"
"205426","15453"
"172029","15452"
"1457000","15449"
"1117","15446"
"151084","15443"
"3905567","15441"
"67063","15440"
"444088","15439"
"14484","15433"
"196713","15432"
"127880","15430"
"121687","15427"
"17801","15426"
"40744","15425"
"2581969","15407"
"1950649","15404"
"236255","15403"
"1182982","15403"
"159827","15399"
"38813","15397"
"1023815","15396"
"62553","15394"
"2530970","15391"
"1220","15385"
"376789","15384"
"111888","15380"
"286595","15375"
"70170","15373"
"407757","15371"
"171209","15368"
"347172","15368"
"1409","15367"
"299399","15367"
"1554201","15365"
"566644","15364"
"718379","15361"
"292291","15360"
"61539","15360"
"83096","15359"
"694331","15352"
"36433","15349"
"108348","15349"
"613198","15344"
"511558","15343"
"477415","15341"
"821057","15335"
"3058609","15330"
"1073758","15328"
"14768","15327"
"311660","15321"
"129032","15320"
"26133","15317"
"2338","15316"
"11811","15313"
"170443","15313"
"1816704","15310"
"168352","15310"
"96588","15307"
"6897","15306"
"235885","15306"
"436028","15305"
"417685","15295"
"115049","15293"
"166491","15293"
"741616","15293"
"7437","15292"
"245183","15287"
"363821","15287"
"151792","15286"
"569662","15284"
"207752","15283"
"158658","15283"
"3203487","15282"
"238884","15278"
"480527","15266"
"4794","15264"
"88053","15251"
"1719067","15249"
"704703","15249"
"495796","15244"
"189134","15239"
"845198","15237"
"576766","15236"
"333253","15236"
"5324","15235"
"65843","15230"
"292586","15229"
"418729","15226"
"588267","15225"
"72312","15224"
"1367","15224"
"173677","15221"
"18565","15218"
"171056","15217"
"36384","15216"
"51321","15212"
"630654","15212"
"1290731","15212"
"399649","15211"
"886533","15210"
"18192","15210"
"342113","15208"
"137902","15207"
"460942","15206"
"155392","15204"
"775715","15204"
"478288","15200"
"7925","15199"
"1023618","15198"
"675678","15198"
"654870","15193"
"159319","15188"
"28843","15186"
"265261","15185"
"263895","15184"
"406323","15180"
"268874","15174"
"396","15171"
"525217","15171"
"722263","15171"
"1085891","15170"
"3558931","15169"
"144695","15165"
"2010","15165"
"11225","15164"
"113586","15157"
"9936","15153"
"13760","15153"
"1081396","15153"
"355270","15153"
"1385039","15152"
"53007","15151"
"2183804","15137"
"707458","15132"
"87427","15131"
"50358","15125"
"1088108","15124"
"659025","15122"
"969325","15121"
"44522","15120"
"637783","15118"
"500974","15118"
"303810","15118"
"471782","15116"
"1846480","15115"
"559676","15115"
"53158","15108"
"484304","15105"
"92153","15105"
"5640","15100"
"4421","15097"
"1666","15097"
"106095","15096"
"332100","15092"
"32538","15081"
"476496","15080"
"180247","15075"
"616094","15072"
"1070291","15072"
"6967","15068"
"409172","15068"
"113834","15063"
"110933","15058"
"572680","15055"
"1669279","15053"
"7581","15053"
"19435","15052"
"159721","15051"
"172363","15046"
"13433","15044"
"721276","15037"
"554988","15036"
"887539","15032"
"2521532","15026"
"1033200","15025"
"131944","15023"
"41012","15017"
"1268570","15012"
"1106042","15004"
"344733","15004"
"811785","15001"
"47366","14999"
"395202","14996"
"613559","14990"
"25968","14986"
"192","14979"
"318921","14978"
"756809","14977"
"296452","14976"
"1629821","14976"
"56555","14975"
"187061","14974"
"829188","14972"
"586086","14971"
"1169519","14970"
"448144","14969"
"124161","14968"
"5975","14962"
"1103584","14959"
"2001031","14957"
"28875","14956"
"2865170","14956"
"637362","14952"
"597742","14952"
"4659","14950"
"379008","14947"
"13356","14947"
"143030","14944"
"978756","14944"
"362589","14942"
"901059","14938"
"720999","14938"
"268330","14929"
"1665","14928"
"112407","14925"
"1043198","14920"
"897326","14917"
"20487","14911"
"1342730","14911"
"210303","14906"
"77617","14897"
"618551","14892"
"32136","14879"
"461813","14876"
"882051","14873"
"567620","14870"
"44089","14869"
"238849","14868"
"63094","14868"
"15619","14867"
"42","14867"
"131926","14866"
"2919798","14861"
"799586","14860"
"1385896","14860"
"413910","14859"
"49713","14856"
"129195","14854"
"857132","14853"
"767881","14850"
"1482749","14849"
"365738","14849"
"471607","14846"
"125981","14842"
"60664","14842"
"19224","14838"
"272342","14836"
"664364","14836"
"63627","14822"
"292411","14821"
"314056","14819"
"497106","14819"
"13097","14814"
"22704","14811"
"828193","14808"
"85421","14805"
"9732","14804"
"102529","14803"
"31044","14802"
"2310289","14795"
"424723","14795"
"831412","14791"
"720508","14788"
"215939","14787"
"263871","14786"
"119772","14781"
"92932","14780"
"209199","14777"
"372283","14777"
"462604","14775"
"48933","14773"
"80906","14772"
"165603","14771"
"19405","14768"
"31563","14768"
"163080","14767"
"789649","14764"
"43687","14762"
"145173","14760"
"950427","14760"
"16035","14758"
"22076","14753"
"377260","14751"
"64193","14749"
"117259","14748"
"2203084","14745"
"20310","14744"
"14139","14743"
"506879","14739"
"17221","14733"
"64334","14733"
"634273","14732"
"6180","14730"
"15985","14715"
"394322","14714"
"249630","14712"
"199397","14710"
"383200","14709"
"2486","14706"
"394167","14699"
"156755","14696"
"13816","14695"
"1200558","14695"
"634474","14694"
"63841","14694"
"17826","14689"
"1030","14685"
"515034","14684"
"2114","14683"
"1036500","14680"
"7734","14679"
"1690692","14676"
"1891","14674"
"146077","14674"
"515514","14673"
"51518","14664"
"451540","14664"
"1722818","14661"
"63761","14660"
"350351","14660"
"24582","14659"
"3386109","14658"
"105431","14657"
"520779","14657"
"98654","14655"
"67945","14652"
"1502059","14643"
"205270","14643"
"489765","14638"
"316700","14634"
"1143495","14629"
"111777","14629"
"115098","14628"
"105904","14626"
"1287251","14623"
"2738565","14622"
"40822","14620"
"175071","14619"
"203458","14618"
"27825","14615"
"1577396","14605"
"131688","14603"
"809117","14602"
"22489","14598"
"163921","14596"
"191708","14591"
"193128","14590"
"461186","14588"
"1324345","14587"
"450106","14586"
"880434","14582"
"231216","14579"
"431537","14577"
"4194","14573"
"21849","14571"
"438742","14569"
"265167","14569"
"32797","14567"
"170792","14567"
"651174","14566"
"183579","14564"
"852","14563"
"438971","14562"
"775443","14560"
"649687","14553"
"33690","14553"
"967315","14553"
"1408129","14552"
"253811","14552"
"305818","14552"
"687677","14547"
"57036","14542"
"50475","14541"
"85821","14535"
"746736","14533"
"81687","14531"
"62571","14530"
"1561176","14526"
"782609","14526"
"4304","14524"
"54742","14520"
"860103","14520"
"89035","14519"
"6380","14518"
"1427138","14515"
"86485","14513"
"492336","14512"
"179138","14511"
"110451","14510"
"401092","14506"
"446515","14504"
"68998","14504"
"182675","14500"
"2149092","14498"
"981914","14493"
"14131","14490"
"18107","14488"
"219883","14477"
"1262634","14475"
"83891","14474"
"20133","14474"
"559745","14472"
"1295344","14471"
"843822","14470"
"475052","14469"
"117603","14468"
"57095","14466"
"625914","14466"
"660694","14466"
"42323","14465"
"6583","14461"
"3128209","14461"
"584347","14460"
"290028","14460"
"204046","14457"
"98069","14457"
"429427","14452"
"155196","14452"
"20047","14447"
"2057294","14444"
"218473","14443"
"19276","14442"
"329692","14437"
"220984","14437"
"4023","14436"
"117069","14434"
"288032","14432"
"19020","14429"
"312208","14428"
"815792","14428"
"281614","14427"
"119195","14426"
"143919","14426"
"8026","14422"
"538308","14421"
"67022","14418"
"3887516","14417"
"3205","14417"
"116791","14411"
"143097","14408"
"3886","14401"
"385273","14398"
"20178","14397"
"181087","14395"
"560215","14389"
"234901","14389"
"214473","14386"
"13379","14386"
"533","14385"
"261159","14384"
"15962","14382"
"771837","14382"
"1464696","14381"
"571","14379"
"493928","14376"
"752320","14373"
"383888","14373"
"509344","14371"
"200609","14369"
"1054558","14365"
"29595","14365"
"11698","14363"
"156458","14362"
"782822","14357"
"47281","14352"
"52888","14348"
"61654","14347"
"7913","14346"
"334274","14342"
"787480","14341"
"23822","14340"
"490562","14331"
"492410","14328"
"1109017","14328"
"65763","14326"
"58","14326"
"1248114","14323"
"723693","14319"
"358","14318"
"495935","14318"
"21838","14307"
"203858","14306"
"1431","14295"
"1730","14293"
"564164","14289"
"214577","14287"
"1820446","14283"
"130689","14283"
"309425","14281"
"197229","14281"
"62596","14280"
"87197","14280"
"125805","14279"
"1875","14279"
"348796","14279"
"56763","14277"
"10333","14274"
"619","14274"
"845568","14273"
"135724","14273"
"211232","14272"
"125382","14267"
"1035","14264"
"1130266","14262"
"52233","14259"
"516690","14257"
"1068879","14254"
"107409","14252"
"7512","14250"
"18907","14246"
"199700","14245"
"446591","14243"
"658718","14237"
"613064","14234"
"946312","14232"
"157142","14231"
"247623","14231"
"158014","14220"
"5077","14218"
"311712","14216"
"19112","14214"
"193906","14210"
"363573","14207"
"115305","14206"
"128463","14205"
"958642","14202"
"1305696","14201"
"37055","14195"
"1201193","14192"
"33264","14191"
"108184","14188"
"718","14184"
"63832","14183"
"65611","14182"
"999042","14182"
"1086529","14182"
"100731","14182"
"12605","14180"
"123632","14176"
"98786","14176"
"354067","14175"
"1490355","14173"
"250096","14172"
"321785","14171"
"649610","14171"
"98048","14165"
"34161","14165"
"1337","14165"
"48066","14165"
"709635","14162"
"699305","14161"
"30913","14158"
"434051","14154"
"478144","14153"
"514553","14149"
"1907098","14148"
"52963","14146"
"300805","14145"
"102205","14142"
"3836","14141"
"306602","14139"
"1947008","14139"
"56829","14138"
"93747","14138"
"58792","14135"
"6276","14132"
"974186","14132"
"169394","14129"
"694184","14127"
"245679","14123"
"25472","14121"
"144746","14120"
"591495","14119"
"25148","14117"
"100902","14117"
"809150","14114"
"40214","14113"
"224087","14113"
"116899","14112"
"183181","14111"
"115876","14108"
"67824","14103"
"2041950","14097"
"194","14096"
"154439","14090"
"269970","14089"
"1265753","14088"
"762913","14087"
"163551","14084"
"230636","14083"
"176075","14082"
"500314","14077"
"88076","14076"
"295800","14068"
"1528401","14065"
"1355315","14062"
"21196","14060"
"123671","14053"
"459688","14053"
"1327739","14052"
"162167","14049"
"2971","14048"
"195417","14048"
"64262","14046"
"476074","14043"
"1196549","14040"
"736809","14036"
"67468","14036"
"133707","14034"
"132442","14034"
"135683","14032"
"1613573","14032"
"5922","14029"
"596219","14029"
"785061","14028"
"2617068","14028"
"1016435","14022"
"147024","14022"
"946226","14020"
"336905","14018"
"58394","14016"
"781754","14013"
"588809","14012"
"77914","14010"
"946224","14006"
"351383","14006"
"2153758","14006"
"540873","14001"
"368070","13998"
"75889","13992"
"190822","13990"
"92493","13985"
"300204","13980"
"23567","13978"
"1391713","13977"
"148383","13972"
"556449","13968"
"74389","13966"
"615464","13963"
"1004312","13962"
"19235","13950"
"77724","13949"
"55093","13947"
"5302","13945"
"111934","13945"
"102704","13945"
"11596","13944"
"4787","13944"
"59087","13941"
"499449","13937"
"157833","13934"
"2068642","13934"
"291827","13934"
"761095","13929"
"744859","13927"
"225647","13919"
"406693","13919"
"281108","13917"
"98046","13915"
"398519","13912"
"3776858","13911"
"596689","13910"
"3130539","13909"
"1210053","13907"
"1408611","13905"
"7446","13904"
"373378","13901"
"343204","13901"
"221745","13897"
"781","13895"
"323407","13894"
"3233393","13880"
"2793118","13874"
"10755","13872"
"124504","13865"
"43140","13863"
"369872","13853"
"877115","13852"
"182690","13850"
"697370","13850"
"1068232","13847"
"146347","13842"
"903010","13838"
"465378","13838"
"1265660","13835"
"164552","13830"
"327317","13829"
"21245","13824"
"17965","13822"
"31288","13821"
"133190","13821"
"293929","13820"
"1198509","13813"
"181497","13813"
"135360","13810"
"304870","13809"
"332124","13809"
"1470","13805"
"1529673","13805"
"25083","13801"
"1278","13800"
"22674","13798"
"26039","13796"
"549315","13795"
"84478","13793"
"266453","13790"
"1137432","13789"
"1202830","13789"
"614157","13786"
"1400793","13785"
"85344","13782"
"731323","13782"
"59947","13781"
"146780","13780"
"1927811","13779"
"150978","13779"
"590042","13777"
"22437","13776"
"3628236","13776"
"185657","13775"
"206417","13773"
"3300036","13773"
"453590","13772"
"3140","13771"
"1892179","13771"
"1777090","13770"
"4418","13770"
"177883","13769"
"14167","13766"
"1003575","13765"
"722331","13763"
"188252","13760"
"111466","13757"
"3659","13754"
"22564","13746"
"2199958","13741"
"23356","13737"
"416412","13731"
"89628","13730"
"245552","13726"
"119212","13725"
"88896","13724"
"137","13716"
"12460","13716"
"107250","13714"
"2249683","13714"
"1306419","13708"
"675129","13702"
"676874","13701"
"1727092","13700"
"1369222","13699"
"1352288","13697"
"13281","13693"
"261122","13692"
"20402","13692"
"23572","13690"
"1219295","13684"
"347063","13681"
"97890","13680"
"459745","13675"
"3415","13673"
"944634","13673"
"926143","13672"
"2590","13672"
"11522","13672"
"197663","13668"
"1178669","13664"
"6264","13662"
"11527","13656"
"14663","13654"
"28071","13653"
"79456","13651"
"10098","13651"
"1070354","13650"
"484814","13648"
"1178053","13647"
"3312","13645"
"2346461","13645"
"3009","13643"
"10708","13642"
"14558","13638"
"1047662","13637"
"308097","13636"
"203568","13635"
"242762","13634"
"9897","13632"
"428442","13630"
"606586","13628"
"229753","13625"
"51428","13624"
"16012","13624"
"1142252","13622"
"761503","13621"
"124745","13620"
"16673","13619"
"65548","13618"
"1595669","13618"
"490526","13617"
"355239","13616"
"2310866","13615"
"33522","13612"
"954940","13612"
"2274212","13608"
"40322","13601"
"9465","13600"
"1001831","13599"
"1284","13596"
"469533","13595"
"188535","13595"
"2258453","13592"
"2288585","13589"
"899344","13587"
"555518","13587"
"1239701","13585"
"2301450","13584"
"24468","13583"
"302328","13580"
"707795","13577"
"61342","13577"
"415668","13575"
"30447","13574"
"167149","13569"
"32899","13567"
"37710","13565"
"19302","13564"
"25124","13551"
"274519","13550"
"272520","13547"
"207646","13547"
"321622","13545"
"196211","13542"
"577765","13541"
"255257","13539"
"545951","13533"
"105043","13531"
"48696","13530"
"244647","13526"
"244727","13525"
"12971","13525"
"29903","13525"
"740553","13525"
"34820","13524"
"2044766","13524"
"23633","13523"
"93995","13522"
"247372","13520"
"1627055","13519"
"2898867","13519"
"389966","13515"
"2683146","13511"
"262980","13511"
"44434","13510"
"7469","13507"
"1869","13505"
"78101","13505"
"341201","13503"
"408863","13497"
"89586","13494"
"233406","13492"
"644348","13489"
"220986","13489"
"753731","13488"
"17017","13488"
"471164","13487"
"1795530","13484"
"119271","13484"
"44952","13483"
"900807","13481"
"230","13481"
"3933089","13476"
"815724","13475"
"529967","13473"
"125551","13473"
"712294","13472"
"247542","13471"
"1366527","13471"
"13498","13468"
"438319","13467"
"15825","13466"
"2108","13465"
"2491900","13464"
"16800","13463"
"35086","13460"
"1064767","13458"
"1849664","13457"
"653643","13456"
"824987","13456"
"181671","13455"
"283078","13454"
"23020","13450"
"10018","13450"
"308868","13450"
"57301","13448"
"255688","13446"
"713141","13445"
"343","13444"
"10259","13440"
"1105771","13439"
"2425802","13439"
"11577","13436"
"1630665","13435"
"1569","13426"
"368697","13426"
"3049655","13423"
"332","13423"
"211378","13422"
"47630","13421"
"973651","13421"
"205580","13420"
"1297214","13416"
"438140","13416"
"107694","13411"
"1453216","13407"
"173077","13405"
"53495","13401"
"1456376","13399"
"457375","13396"
"9217","13394"
"1128103","13394"
"1078084","13394"
"124238","13391"
"1853","13388"
"42636","13384"
"773113","13384"
"1936622","13381"
"12379","13378"
"205596","13375"
"241990","13373"
"11799","13373"
"5548","13368"
"31506","13367"
"550309","13365"
"379235","13364"
"446681","13364"
"545127","13363"
"327083","13363"
"1375209","13362"
"179467","13360"
"197772","13358"
"683020","13355"
"26702","13354"
"367960","13351"
"708434","13350"
"115690","13348"
"206720","13347"
"171742","13347"
"1548376","13346"
"177988","13345"
"303696","13342"
"3177124","13334"
"322642","13334"
"76701","13332"
"48837","13330"
"1143874","13329"
"351909","13326"
"675065","13323"
"122207","13319"
"289171","13317"
"689356","13316"
"664108","13313"
"111286","13312"
"41981","13311"
"110028","13308"
"205521","13308"
"566791","13307"
"736308","13305"
"1173729","13297"
"15255","13294"
"203766","13294"
"275354","13294"
"557597","13293"
"1086688","13292"
"162671","13287"
"61","13282"
"1081234","13281"
"110776","13280"
"78613","13277"
"653513","13277"
"126916","13274"
"270929","13268"
"1377002","13268"
"229761","13267"
"114226","13265"
"174261","13263"
"406926","13262"
"176603","13260"
"773690","13256"
"21698","13252"
"590278","13251"
"163495","13250"
"776084","13246"
"173397","13241"
"10593","13240"
"2988337","13240"
"39277","13235"
"68115","13233"
"2401981","13226"
"342740","13222"
"101970","13222"
"298054","13220"
"111995","13220"
"112194","13216"
"56621","13216"
"131021","13212"
"215057","13208"
"73744","13207"
"23118","13205"
"141719","13204"
"553404","13202"
"233810","13202"
"3133316","13201"
"942391","13199"
"397991","13196"
"897024","13195"
"146857","13195"
"21038","13192"
"283311","13191"
"537031","13189"
"121971","13188"
"102896","13188"
"480949","13185"
"1012284","13185"
"124386","13183"
"115738","13181"
"798448","13181"
"2982","13179"
"49","13173"
"2143262","13172"
"1105376","13169"
"938949","13168"
"69258","13165"
"68822","13165"
"12193","13164"
"1234256","13164"
"321013","13163"
"179855","13161"
"123487","13156"
"20198","13154"
"4782","13153"
"599792","13151"
"114917","13150"
"95954","13148"
"55284","13147"
"1139830","13147"
"2445184","13145"
"898478","13142"
"426412","13141"
"762449","13141"
"13831","13140"
"424004","13139"
"69689","13133"
"211674","13128"
"1291492","13125"
"223806","13125"
"695132","13125"
"3973077","13118"
"1059025","13116"
"244","13116"
"148909","13115"
"51103","13113"
"200253","13111"
"296167","13110"
"198729","13108"
"1381108","13106"
"1367256","13106"
"1565698","13100"
"249710","13099"
"542517","13098"
"134367","13098"
"1225541","13096"
"307","13095"
"1026572","13093"
"485337","13091"
"1118321","13090"
"19784","13089"
"497364","13086"
"365872","13083"
"7793","13081"
"457898","13080"
"395910","13080"
"69283","13079"
"437039","13078"
"25152","13074"
"23028","13070"
"76434","13066"
"4342498","13064"
"2045162","13062"
"16050","13061"
"92448","13060"
"2278029","13059"
"120243","13057"
"562497","13056"
"5295","13055"
"465223","13054"
"1700513","13054"
"691884","13053"
"13895","13053"
"1231866","13052"
"1928264","13052"
"1617954","13049"
"20089","13045"
"55948","13044"
"80572","13038"
"64878","13037"
"1454806","13035"
"552822","13032"
"267831","13031"
"155166","13030"
"13295","13028"
"177222","13025"
"1300910","13024"
"139361","13024"
"471800","13022"
"66945","13021"
"120444","13021"
"305973","13019"
"680","13019"
"382471","13015"
"597441","13012"
"87971","13011"
"400223","13010"
"17832","13010"
"5031275","13009"
"924077","13006"
"543858","13002"
"43337","13002"
"71399","12996"
"242848","12994"
"1108213","12993"
"300886","12991"
"601581","12989"
"600135","12989"
"131183","12988"
"6258","12985"
"1596545","12984"
"5981","12982"
"525636","12980"
"964813","12980"
"40882","12979"
"982341","12979"
"863380","12978"
"35483","12978"
"166258","12978"
"1132937","12977"
"1822514","12976"
"3410","12976"
"75701","12973"
"857994","12970"
"680503","12966"
"2547","12964"
"2615075","12962"
"3190413","12961"
"1759128","12961"
"283296","12961"
"158773","12957"
"6443","12954"
"340355","12954"
"1065","12953"
"104149","12949"
"318749","12949"
"1512","12948"
"193313","12946"
"2210457","12946"
"2660367","12945"
"287976","12945"
"1405330","12945"
"149818","12936"
"111734","12935"
"33663","12931"
"843804","12931"
"106567","12930"
"507256","12930"
"3408","12925"
"527968","12925"
"213550","12925"
"123140","12922"
"1714342","12920"
"457237","12918"
"1709587","12915"
"764357","12915"
"8220","12913"
"125361","12912"
"1025201","12911"
"174574","12910"
"94237","12910"
"1222578","12910"
"185655","12908"
"111174","12906"
"292614","12904"
"1280587","12902"
"3639582","12901"
"13687","12899"
"46690","12898"
"705115","12898"
"11125","12897"
"144157","12889"
"250190","12887"
"570339","12886"
"68818","12884"
"3005188","12883"
"190816","12880"
"274466","12878"
"833647","12878"
"420055","12878"
"453331","12878"
"83905","12877"
