User Link,Reputation
"2098699","25120"
"2844319","25102"
"645186","25098"
"54937","25097"
"60950","25082"
"1612146","25069"
"68805","25068"
"1816580","25049"
"31317","25046"
"301152","25035"
"1336654","25016"
"781707","25015"
"1639625","25012"
"183367","25005"
"966023","25002"
"298143","24973"
"128983","24971"
"4727","24964"
"41655","24963"
"3593996","24947"
"181772","24944"
"4977","24943"
"14690","24941"
"386152","24939"
"4766","24932"
"149573","24932"
"553209","24930"
"10431","24903"
"227765","24887"
"6212","24862"
"965907","24852"
"327563","24846"
"172322","24840"
"248164","24832"
"321468","24817"
"39106","24814"
"1671639","24810"
"416564","24787"
"71131","24776"
"82219","24776"
"122","24770"
"6610","24769"
"961695","24765"
"866915","24757"
"650722","24756"
"1225328","24755"
"383710","24742"
"4","24737"
"1078583","24728"
"8233","24715"
"1832745","24707"
"118846","24701"
"1467082","24700"
"88851","24698"
"594589","24680"
"266198","24676"
"202214","24670"
"384706","24658"
"457982","24658"
"2453699","24641"
"7173","24640"
"161801","24631"
"639343","24607"
"26227","24607"
"1003565","24599"
"411632","24592"
"192702","24589"
"14971","24586"
"100848","24581"
"26406","24579"
"291741","24573"
"934239","24564"
"699632","24560"
"3049628","24553"
"13447","24551"
"20840","24547"
"341970","24539"
"742496","24537"
"536086","24535"
"437768","24534"
"73488","24534"
"12643","24531"
"4200","24531"
"382763","24518"
"3764814","24507"
"2336231","24503"
"27580","24496"
"1246391","24493"
"492694","24493"
"25847","24474"
"45375","24472"
"185859","24449"
"16241","24442"
"12983","24442"
"257786","24440"
"749284","24431"
"3032289","24428"
"60308","24408"
"485115","24406"
"607314","24396"
"235354","24394"
"371637","24387"
"1598537","24377"
"617373","24363"
"1461050","24353"
"2792531","24350"
"3420271","24341"
"209259","24340"
"671619","24336"
"220447","24331"
"1663001","24315"
"1435655","24293"
"2024761","24290"
"297323","24285"
"2974","24284"
"130758","24282"
"5536","24274"
"130652","24272"
"89484","24272"
"134754","24265"
"55925","24265"
"28422","24253"
"106261","24245"
"164234","24245"
"263521","24235"
"1305501","24225"
"180136","24218"
"353988","24218"
"1339987","24213"
"2481","24213"
"86604","24210"
"127549","24208"
"6651","24207"
"1168156","24204"
"1849109","24183"
"317052","24176"
"3418066","24176"
"192444","24169"
"1450077","24167"
"153535","24164"
"60108","24155"
"447489","24149"
"32465","24148"
"297087","24141"
"156771","24139"
"17469","24134"
"212858","24131"
"827060","24114"
"693752","24113"
"1053968","24107"
"1366033","24100"
"4958","24091"
"10141","24090"
"492364","24090"
"776244","24084"
"739270","24084"
"1782","24079"
"157957","24076"
"158701","24076"
"26833","24076"
"18300","24074"
"23574","24054"
"109538","24047"
"1180620","24042"
"1338","24041"
"847601","24040"
"1428679","24032"
"45685","24030"
"1286639","24018"
"182590","24013"
"1749753","24005"
"11549","23996"
"202375","23993"
"2144669","23989"
"493075","23982"
"520162","23973"
"10263","23966"
"30280","23965"
"2021935","23962"
"1368381","23959"
"736","23958"
"2084","23958"
"8091","23944"
"37843","23943"
"180100","23939"
"1264804","23934"
"474283","23932"
"3093","23926"
"93884","23915"
"1815485","23907"
"293686","23904"
"980550","23897"
"88932","23881"
"2624511","23871"
"161455","23862"
"1074592","23856"
"608639","23843"
"806969","23838"
"632951","23825"
"436641","23824"
"184499","23803"
"1155387","23792"
"703016","23775"
"11432","23751"
"1573683","23743"
"108741","23736"
"112079","23718"
"375874","23717"
"21567","23712"
"699224","23710"
"35245","23705"
"3320","23703"
"98068","23693"
"645551","23688"
"1324","23687"
"506413","23675"
"3241","23673"
"19676","23667"
"998158","23662"
"246886","23660"
"168747","23640"
"463785","23639"
"2959","23633"
"135665","23608"
"4161","23600"
"22850","23597"
"21755","23595"
"593709","23582"
"3742","23579"
"1172428","23576"
"50049","23576"
"2604213","23564"
"91282","23563"
"36866","23556"
"776560","23547"
"377639","23545"
"726300","23537"
"53653","23533"
"36297","23531"
"268074","23520"
"16881","23516"
"1817690","23492"
"34208","23491"
"587884","23485"
"592323","23482"
"15639","23477"
"350890","23468"
"557306","23442"
"383","23429"
"923854","23428"
"3093378","23428"
"128595","23417"
"4321","23415"
"923315","23402"
"1397351","23392"
"23852","23390"
"17875","23380"
"3594","23378"
"134204","23373"
"57477","23353"
"28817","23340"
"35060","23338"
"7491","23334"
"11208","23333"
"107277","23322"
"2670792","23318"
"433829","23292"
"318493","23290"
"144143","23290"
"338208","23289"
"26414","23284"
"111307","23282"
"11898","23271"
"122313","23271"
"598420","23266"
"343088","23266"
"5314","23252"
"502381","23236"
"206367","23234"
"398060","23230"
"335418","23201"
"74496","23197"
"282658","23189"
"18529","23188"
"1210059","23179"
"21398","23175"
"7231","23174"
"2778484","23173"
"370541","23173"
"758345","23167"
"36464","23166"
"588868","23166"
"22996","23157"
"599346","23153"
"352672","23146"
"1207152","23145"
"2908","23143"
"393194","23135"
"1200614","23117"
"151019","23116"
"3182664","23109"
"178060","23100"
"27637","23096"
"413670","23096"
"14444","23083"
"1041642","23082"
"573218","23078"
"105744","23077"
"121364","23072"
"1113426","23064"
"238814","23053"
"249543","23048"
"38126","23046"
"69809","23043"
"333786","23036"
"18122","23035"
"28278","23022"
"755645","23019"
"642161","23016"
"904393","23016"
"76722","23013"
"275737","22996"
"102703","22989"
"317849","22984"
"1114338","22982"
"1108032","22973"
"295262","22972"
"2483313","22966"
"317975","22965"
"21005","22965"
"1212341","22961"
"111554","22959"
"528724","22958"
"133939","22954"
"5346","22953"
"1783413","22951"
"281678","22947"
"1184056","22941"
"130387","22939"
"2338862","22937"
"3444240","22934"
"313063","22934"
"69742","22928"
"444036","22927"
"5696","22922"
"24195","22921"
"682495","22914"
"584862","22912"
"1729885","22906"
"1838048","22905"
"1630618","22905"
"51382","22897"
"927947","22891"
"576139","22891"
"571194","22885"
"901925","22881"
"427733","22869"
"356635","22868"
"1131467","22868"
"1296806","22867"
"181412","22854"
"624069","22849"
"35999","22847"
"11238","22841"
"6369","22840"
"967492","22827"
"57159","22822"
"2541560","22818"
"474349","22810"
"7488","22807"
"376409","22806"
"101","22790"
"225727","22786"
"894061","22784"
"96982","22783"
"11182","22777"
"206328","22772"
"89904","22763"
"750987","22762"
"702638","22751"
"10771","22748"
"2030","22747"
"234815","22740"
"5620","22740"
"142446","22737"
"2788","22735"
"126039","22733"
"351031","22713"
"626853","22709"
"939557","22705"
"209513","22693"
"248823","22671"
"40650","22656"
"573","22653"
"153430","22636"
"1011959","22620"
"322129","22606"
"564353","22593"
"3923281","22591"
"651188","22587"
"869621","22586"
"631629","22586"
"224370","22569"
"557179","22567"
"320700","22566"
"162407","22559"
"2353911","22558"
"7894","22554"
"555045","22548"
"1380918","22545"
"871910","22540"
"107152","22540"
"276622","22513"
"289396","22507"
"80911","22499"
"339637","22481"
"11333","22479"
"130638","22471"
"1149495","22470"
"1293744","22469"
"407704","22466"
"90723","22458"
"496161","22453"
"65295","22450"
"1088","22449"
"2266713","22424"
"300863","22417"
"684229","22417"
"26188","22414"
"191463","22408"
"51197","22388"
"1041948","22384"
"342605","22383"
"1106035","22381"
"189361","22371"
"643827","22367"
"111896","22362"
"1249","22362"
"785745","22361"
"22595","22360"
"249341","22358"
"1385672","22357"
"59279","22348"
"33080","22328"
"188331","22320"
"431012","22319"
"649233","22317"
"510314","22317"
"1134940","22309"
"147141","22308"
"57611","22304"
"168703","22304"
"179216","22304"
"4039065","22295"
"448296","22295"
"538718","22288"
"91130","22280"
"1343","22266"
"184883","22258"
"2025","22254"
"496223","22254"
"2614013","22252"
"94559","22243"
"125407","22240"
"300836","22225"
"344347","22219"
"1630","22217"
"774499","22204"
"148765","22200"
"1250772","22194"
"35634","22189"
"2310830","22189"
"131930","22186"
"1875004","22183"
"153422","22175"
"442284","22158"
"35197","22157"
"237428","22153"
"1627406","22153"
"115866","22148"
"183910","22147"
"279313","22147"
"877465","22134"
"1333873","22131"
"153390","22119"
"640731","22082"
"19082","22079"
"3037257","22062"
"238","22062"
"102112","22060"
"2811","22054"
"315828","22048"
"685467","22045"
"39709","22026"
"498624","22019"
"83","22011"
"672989","22004"
"145185","22004"
"2341847","21998"
"1129973","21996"
"163534","21993"
"134713","21991"
"124378","21989"
"242897","21981"
"400617","21980"
"181765","21974"
"27929","21967"
"23114","21953"
"671543","21952"
"1917782","21951"
"31569","21936"
"55637","21934"
"34707","21933"
"851498","21927"
"906490","21917"
"114916","21915"
"375300","21907"
"2096752","21907"
"282676","21897"
"89847","21892"
"1025118","21891"
"127084","21885"
"112100","21880"
"32880","21877"
"247893","21873"
"161161","21869"
"507","21868"
"2300597","21866"
"344491","21856"
"30587","21851"
"80901","21847"
"227536","21839"
"2362","21834"
"360211","21831"
"296861","21830"
"8590","21828"
"1076640","21824"
"85597","21820"
"26620","21815"
"2695","21813"
"566608","21806"
"751863","21791"
"884978","21790"
"258674","21786"
"205859","21781"
"518955","21780"
"97558","21778"
"3538012","21775"
"905902","21763"
"4997","21755"
"109305","21750"
"2303865","21741"
"27491","21739"
"431359","21731"
"160887","21728"
"2021193","21726"
"1926369","21726"
"721079","21724"
"856199","21722"
"124069","21720"
"308825","21719"
"642706","21714"
"17041","21713"
"41021","21708"
"469300","21706"
"13055","21700"
"10583","21699"
"339852","21693"
"72673","21692"
"28258","21674"
"25398","21672"
"1768232","21669"
"322806","21663"
"279259","21653"
"7862","21648"
"2193767","21645"
"44852","21643"
"165500","21641"
"2900","21630"
"254617","21624"
"365298","21618"
"681807","21606"
"127359","21604"
"22470","21604"
"77409","21601"
"111266","21587"
"885556","21585"
"1449199","21578"
"102371","21572"
"1071630","21568"
"435800","21566"
"13564","21562"
"194544","21555"
"169992","21549"
"1699210","21545"
"421705","21540"
"66475","21535"
"122162","21531"
"97248","21530"
"148423","21529"
"904365","21508"
"187997","21508"
"456851","21505"
"419075","21503"
"1298400","21500"
"20846","21498"
"661933","21498"
"620338","21489"
"1704529","21486"
"1130801","21479"
"377","21472"
"246408","21471"
"426996","21467"
"1679187","21456"
"1123123","21454"
"685641","21451"
"119775","21446"
"14648","21439"
"23659","21433"
"14256","21424"
"172350","21413"
"1219","21410"
"34148","21405"
"61624","21389"
"956","21373"
"170842","21364"
"591656","21348"
"995926","21346"
"318174","21346"
"53236","21345"
"26396","21342"
"964243","21339"
"132528","21337"
"123","21331"
"1689607","21325"
"495455","21324"
"1424875","21324"
"2363712","21324"
"127013","21323"
"913124","21316"
"3081018","21313"
"2764255","21306"
"104040","21305"
"1211528","21302"
"648774","21302"
"88597","21295"
"1212596","21295"
"20270","21295"
"28557","21292"
"196844","21287"
"199017","21287"
"517815","21286"
"84745","21281"
"605134","21280"
"68183","21273"
"850781","21257"
"116509","21256"
"352268","21248"
"605707","21244"
"7012","21240"
"128035","21239"
"13161","21238"
"246263","21235"
"2566198","21233"
"114400","21230"
"164392","21229"
"215568","21227"
"104999","21227"
"1916258","21220"
"25216","21216"
"223429","21214"
"407731","21210"
"1279787","21205"
"811001","21199"
"356292","21190"
"180659","21177"
"206394","21173"
"139595","21166"
"150771","21165"
"9382","21155"
"548165","21136"
"118997","21132"
"534124","21126"
"65464","21126"
"1228274","21124"
"30366","21110"
"251123","21106"
"311220","21094"
"183066","21090"
"104950","21085"
"85931","21085"
"45091","21077"
"140827","21073"
"706456","21062"
"1127114","21058"
"247013","21052"
"34813","21045"
"754787","21041"
"850833","21040"
"130515","21039"
"41679","21032"
"115413","21028"
"635411","21023"
"821657","20992"
"19540","20991"
"6744","20989"
"2402272","20988"
"67579","20986"
"1520364","20984"
"2642204","20983"
"214668","20975"
"14731","20965"
"38426","20962"
"971","20961"
"149080","20955"
"1625737","20947"
"774116","20946"
"222467","20938"
"18103","20934"
"23562","20932"
"1386054","20932"
"2311148","20915"
"28760","20913"
"491075","20899"
"937822","20886"
"46675","20884"
"115218","20879"
"9161","20867"
"24762","20864"
"57135","20863"
"916299","20863"
"1440565","20857"
"987185","20856"
"1729265","20850"
"873145","20843"
"337","20842"
"67407","20838"
"1860929","20836"
"336423","20830"
"11721","20827"
"50394","20821"
"13163","20819"
"26507","20813"
"754604","20813"
"5963","20811"
"315228","20810"
"3957","20807"
"332059","20797"
"377037","20796"
"560299","20791"
"1375695","20777"
"362218","20772"
"401025","20772"
"2140173","20769"
"16148","20766"
"7122","20766"
"825780","20765"
"118908","20761"
"1156119","20760"
"552792","20752"
"184595","20745"
"67153","20739"
"438982","20737"
"235297","20735"
"642626","20735"
"517852","20729"
"68814","20725"
"155299","20718"
"646887","20717"
"667301","20705"
"580556","20705"
"1100080","20690"
"3244","20688"
"784588","20686"
"4728","20685"
"285873","20684"
"2891664","20681"
"438329","20678"
"15592","20677"
"98094","20676"
"355583","20674"
"322395","20671"
"302","20665"
"1458569","20664"
"51025","20662"
"170974","20652"
"226975","20652"
"3553087","20644"
"35690","20640"
"72478","20630"
"2101267","20623"
"240633","20619"
"894284","20607"
"57068","20601"
"303180","20600"
"47190","20599"
"1008938","20588"
"20336","20584"
"3474494","20582"
"33051","20581"
"114672","20577"
"400861","20574"
"1763356","20574"
"71074","20571"
"1696560","20560"
"52162","20551"
"402169","20548"
"1560062","20543"
"113124","20535"
"149206","20535"
"25188","20527"
"12037","20519"
"2961","20519"
"200166","20511"
"237808","20508"
"123127","20503"
"2660","20503"
"453594","20502"
"238639","20501"
"2442099","20499"
"104014","20499"
"118437","20490"
"125871","20483"
"565518","20482"
"1322401","20475"
"28494","20469"
"213136","20462"
"1463","20449"
"38207","20448"
"1238847","20446"
"243245","20445"
"618728","20444"
"212063","20430"
"642340","20429"
"1002469","20429"
"334849","20415"
"356788","20409"
"75652","20409"
"25300","20401"
"94977","20397"
"384546","20393"
"2732801","20391"
"78436","20384"
"230461","20381"
"238134","20380"
"96","20379"
"1350762","20375"
"80601","20373"
"7625","20370"
"22514","20361"
"3509","20357"
"7536","20356"
"226431","20355"
"3155639","20351"
"142454","20349"
"41543","20345"
"136008","20339"
"24396","20331"
"82062","20325"
"18804","20313"
"198244","20304"
"182748","20301"
"186039","20298"
"1269037","20297"
"104223","20295"
"126998","20281"
"249691","20279"
"234780","20278"
"1385845","20276"
"179482","20254"
"395659","20252"
"6682","20251"
"141081","20248"
"357","20248"
"898375","20244"
"20479","20236"
"903469","20236"
"19990","20231"
"117215","20230"
"701988","20220"
"621962","20219"
"10311","20215"
"95309","20213"
"683201","20213"
"149311","20203"
"3508","20203"
"28324","20194"
"3249477","20185"
"653298","20183"
"70616","20177"
"242769","20168"
"784753","20165"
"6088","20159"
"30453","20149"
"50214","20145"
"97614","20145"
"2649012","20133"
"121301","20131"
"134482","20114"
"555576","20089"
"625782","20088"
"155077","20085"
"895245","20077"
"2138","20076"
"1311500","20059"
"1518087","20057"
"171061","20049"
"322122","20049"
"12166","20041"
"243613","20036"
"1457051","20033"
"388389","20024"
"2589776","20021"
"5619","20020"
"383759","20019"
"810","20003"
"144491","20001"
"786718","20000"
"43965","19989"
"4525","19988"
"369198","19985"
"56837","19983"
"70605","19983"
"112955","19971"
"69824","19968"
"409744","19966"
"82686","19958"
"721644","19956"
"226958","19946"
"1581522","19937"
"6044","19932"
"633183","19920"
"72","19912"
"434217","19911"
"16306","19910"
"249538","19909"
"1741671","19905"
"468724","19900"
"4223","19895"
"58061","19892"
"236128","19880"
"64904","19877"
"15393","19876"
"783043","19874"
"592111","19868"
"204883","19864"
"47161","19863"
"188740","19862"
"121332","19860"
"53718","19853"
"1191259","19852"
"54981","19849"
"567864","19849"
"997973","19843"
"1273080","19842"
"3525","19840"
"64290","19840"
"6884","19837"
"63309","19829"
"653364","19828"
"82559","19828"
"407382","19827"
"216517","19824"
"662787","19821"
"3798","19820"
"3561","19819"
"121309","19819"
"76456","19816"
"11397","19810"
"39809","19809"
"58880","19803"
"3953764","19803"
"975520","19802"
"453002","19795"
"675170","19782"
"3255455","19774"
"357641","19774"
"774612","19765"
"10396","19765"
"448625","19762"
"95135","19756"
"1253844","19754"
"367285","19753"
"99057","19749"
"221061","19741"
"19212","19738"
"43452","19736"
"66522","19732"
"66849","19718"
"448932","19711"
"1215106","19711"
"333426","19709"
"661872","19673"
"4280","19669"
"219118","19658"
"842935","19651"
"23815","19651"
"392949","19649"
"184","19642"
"227532","19638"
"160823","19633"
"905762","19629"
"784","19625"
"17803","19623"
"231684","19619"
"511300","19616"
"11410","19614"
"1820","19606"
"13855","19603"
"136","19584"
"14302","19580"
"257465","19571"
"832621","19563"
"2527905","19560"
"32943","19559"
"41613","19557"
"416206","19552"
"57458","19549"
"8205","19540"
"178526","19536"
"1070452","19535"
"2364629","19534"
"20322","19522"
"60628","19518"
"146792","19518"
"268","19511"
"833795","19507"
"484441","19505"
"36590","19498"
"166955","19495"
"3989608","19491"
"139226","19491"
"12178","19490"
"1632462","19488"
"10293","19480"
"103225","19477"
"249991","19469"
"2611971","19467"
"7264","19464"
"445105","19463"
"127440","19460"
"492624","19460"
"17602","19454"
"120518","19454"
"1072112","19453"
"18528","19452"
"178150","19445"
"14160","19440"
"616460","19434"
"135441","19431"
"82769","19427"
"135133","19422"
"60724","19421"
"712605","19413"
"702361","19412"
"134360","19406"
"40002","19406"
"7280","19405"
"359862","19403"
"4590","19402"
"25450","19390"
"155351","19387"
"164299","19379"
"1651298","19379"
"188","19378"
"611","19375"
"208339","19375"
"1624921","19354"
"1052923","19353"
"274535","19349"
"895378","19347"
"1348709","19347"
"183934","19344"
"5353","19342"
"365237","19338"
"1016716","19335"
"258689","19334"
"271917","19331"
"430775","19326"
"187730","19326"
"1057639","19320"
"1286723","19320"
"121278","19314"
"1146363","19309"
"716118","19308"
"266","19303"
"107625","19303"
"446261","19302"
"12541","19294"
"768110","19291"
"259541","19288"
"18573","19286"
"8899","19282"
"45668","19266"
"1851712","19259"
"53501","19259"
"683453","19258"
"9268","19258"
"281028","19254"
"62365","19251"
"578411","19251"
"83039","19208"
"192373","19202"
"140937","19199"
"126562","19196"
"394010","19194"
"547122","19193"
"421611","19191"
"211659","19190"
"212700","19181"
"85950","19179"
"354577","19177"
"172861","19176"
"350272","19174"
"59135","19173"
"1611055","19173"
"16434","19163"
"77449","19159"
"150339","19158"
"255049","19154"
"1551","19127"
"752976","19126"
"46991","19126"
"23263","19124"
"186535","19122"
"412923","19109"
"364","19100"
"3804019","19099"
"259900","19094"
"330267","19092"
"1730272","19092"
"1054140","19089"
"493161","19080"
"119738","19075"
"51","19071"
"180275","19055"
"71509","19054"
"936832","19053"
"907695","19049"
"130015","19044"
"155670","19039"
"7277","19034"
"634863","19033"
"63333","19031"
"340628","19030"
"797303","19025"
"286802","19013"
"628273","19010"
"225239","19009"
"1890567","18995"
"1037767","18995"
"548568","18990"
"586873","18990"
"84378","18990"
"544198","18990"
"224922","18965"
"1036390","18962"
"902968","18951"
"462","18943"
"220988","18932"
"113848","18932"
"2396539","18931"
"823617","18928"
"86751","18928"
"137317","18927"
"920258","18925"
"358328","18925"
"327402","18924"
"290085","18918"
"463304","18906"
"238704","18899"
"3850","18885"
"26349","18878"
"745969","18873"
"580053","18865"
"16782","18860"
"14048","18859"
"20774","18857"
"64960","18845"
"3394","18841"
"92414","18837"
"51685","18837"
"9536","18835"
"31480","18834"
"46821","18822"
"2107876","18821"
"268413","18821"
"154980","18818"
"67332","18813"
"45786","18808"
"1109425","18806"
"570150","18798"
"16240","18795"
"180090","18794"
"47110","18793"
"356716","18792"
"365526","18791"
"197606","18790"
"2172","18788"
"28260","18784"
"1057230","18774"
"155328","18768"
"31668","18759"
"593627","18753"
"332960","18746"
"103568","18743"
"1365428","18740"
"242940","18735"
"1019167","18734"
"414972","18733"
"83809","18729"
"235945","18728"
"110081","18727"
"1190688","18717"
"508595","18716"
"388037","18716"
"3510483","18714"
"749181","18714"
"356","18708"
"43927","18681"
"513838","18678"
"620097","18676"
"3959454","18674"
"15154","18673"
"76583","18666"
"71","18658"
"210","18654"
"2057380","18639"
"63743","18639"
"2596","18637"
"659190","18637"
"14755","18635"
"587803","18634"
"175679","18626"
"95944","18625"
"246310","18619"
"389146","18614"
"18745","18608"
"425736","18602"
"1116","18600"
"12280","18599"
"48311","18598"
"527288","18596"
"46646","18586"
"30697","18586"
"1651941","18583"
"155020","18578"
"148897","18569"
"26334","18568"
"7516","18567"
"24039","18565"
"45603","18561"
"968155","18559"
"210673","18555"
"3925941","18554"
"927626","18553"
"543539","18548"
"2057919","18546"
"1603357","18543"
"426429","18524"
"2256325","18524"
"770","18522"
"133520","18503"
"44620","18491"
"1946","18488"
"7028","18483"
"1790982","18483"
"1839336","18470"
"2801559","18467"
"1331415","18466"
"567015","18464"
"2705542","18461"
"5363","18459"
"29068","18456"
"18941","18455"
"241475","18449"
"11829","18448"
"1540328","18444"
"1869846","18435"
"1446005","18429"
"23921","18424"
"1382251","18418"
"12195","18411"
"1009831","18406"
"8521","18405"
"2887133","18404"
"581205","18402"
"14902","18396"
"105971","18394"
"89075","18393"
"9842","18393"
"29290","18392"
"894321","18382"
"248827","18381"
"3199781","18379"
"172279","18375"
"323582","18363"
"2405","18358"
"49478","18358"
"284685","18353"
"104380","18347"
"18017","18339"
"533399","18334"
"18852","18323"
"26575","18322"
"5821","18321"
"1603072","18308"
"7094","18297"
"9922","18296"
"143295","18294"
"71141","18283"
"239599","18277"
"225757","18272"
"100142","18271"
"1690","18270"
"9787","18264"
"720","18259"
"3857","18257"
"1123","18256"
"1574","18252"
"123914","18252"
"68262","18252"
"665240","18250"
"95735","18250"
"1392379","18250"
"1206267","18237"
"215030","18236"
"11123","18234"
"236047","18232"
"1009277","18232"
"598289","18232"
"155033","18228"
"140392","18223"
"528726","18222"
"678801","18213"
"103739","18211"
"237091","18198"
"166067","18193"
"53162","18191"
"151641","18186"
"223478","18183"
"1008891","18177"
"64495","18170"
"707381","18168"
"55747","18159"
"149436","18155"
"760489","18155"
"110088","18153"
"2065611","18151"
"312172","18147"
"201088","18147"
"1426891","18146"
"24950","18143"
"371739","18141"
"1064728","18140"
"239663","18139"
"250683","18139"
"23934","18138"
"293078","18138"
"654801","18134"
"4702","18133"
"1327899","18133"
"420015","18131"
"1427098","18130"
"171933","18126"
"22303","18122"
"211160","18115"
"1218876","18113"
"797495","18113"
"20770","18112"
"337166","18106"
"193619","18099"
"344211","18099"
"474997","18094"
"186868","18092"
"16030","18085"
"758133","18085"
"383167","18084"
"453005","18071"
"21461","18064"
"696134","18051"
"129164","18048"
"75658","18044"
"19875","18037"
"207432","18037"
"495041","18030"
"255756","18026"
"2975","18025"
"41283","18023"
"27294","18022"
"11694","18021"
"1360253","18020"
"385559","18020"
"357743","18014"
"27198","18012"
"185882","18009"
"463721","17999"
"1414","17997"
"6366","17994"
"3521006","17989"
"341508","17988"
"137080","17983"
"32453","17971"
"46460","17971"
"870248","17968"
"23071","17963"
"1441894","17962"
"267781","17961"
"20471","17953"
"751158","17951"
"714965","17947"
"496949","17942"
"1741864","17941"
"123429","17941"
"59301","17940"
"154306","17937"
"154877","17937"
"208880","17935"
"461173","17932"
"742","17924"
"446279","17918"
"937892","17917"
"39013","17916"
"44523","17904"
"8969","17903"
"459","17899"
"576719","17890"
"1579182","17890"
"928098","17889"
"179630","17889"
"355252","17888"
"1973271","17886"
"1717300","17885"
"1441","17885"
"677684","17882"
"960828","17869"
"149530","17862"
"764882","17856"
"194311","17852"
"594509","17851"
"820254","17849"
"906362","17847"
"393701","17847"
"914","17847"
"49241","17845"
"11361","17826"
"20363","17823"
"221213","17823"
"696364","17810"
"570918","17801"
"2284","17799"
"649287","17793"
"2056772","17789"
"1727","17788"
"390695","17782"
"58082","17772"
"271376","17767"
"84206","17766"
"1756702","17766"
"376873","17761"
"7643","17755"
"1141471","17748"
"404970","17746"
"1259109","17742"
"1784834","17728"
"239438","17723"
"106104","17723"
"125439","17722"
"77017","17718"
"550034","17718"
"1207921","17718"
"1643939","17713"
"1628375","17706"
"276138","17705"
"2887841","17696"
"491239","17692"
"161815","17691"
"724461","17687"
"39036","17683"
"338204","17683"
"182693","17676"
"577300","17673"
"1677912","17660"
"417872","17655"
"1199589","17652"
"674700","17652"
"9664","17649"
"222714","17648"
"2082673","17648"
"248296","17643"
"425680","17642"
"407651","17641"
"343266","17637"
"1432","17635"
"53686","17634"
"89989","17634"
"20029","17633"
"313137","17627"
"1202461","17624"
"1219789","17623"
"1459890","17623"
"506855","17619"
"2464386","17609"
"235058","17609"
"983357","17607"
"133858","17599"
"43151","17599"
"10322","17595"
"46011","17594"
"59711","17591"
"1139393","17587"
"832","17579"
"228936","17579"
"361","17578"
"1014979","17573"
"433790","17565"
"242520","17556"
"98494","17547"
"427328","17542"
"585411","17538"
"274673","17536"
"58856","17513"
"630668","17511"
"2756547","17508"
"508057","17504"
"124259","17503"
"247696","17498"
"2337736","17498"
"546272","17496"
"2035262","17496"
"3558960","17495"
"50924","17492"
"1102215","17481"
"135769","17468"
"535275","17465"
"997660","17458"
"572606","17458"
"1554034","17457"
"349130","17451"
"24718","17451"
"471160","17443"
"99354","17439"
"736649","17438"
"94610","17437"
"1098622","17432"
"542270","17432"
"492335","17431"
"1283394","17431"
"1833612","17430"
"557846","17429"
"283608","17429"
"58391","17426"
"64376","17425"
"639520","17418"
"1863229","17414"
"24380","17413"
"763505","17411"
"124486","17408"
"14253","17384"
"1427124","17378"
"31516","17377"
"75033","17375"
"99923","17372"
"163740","17370"
"45691","17370"
"103385","17369"
"227140","17366"
"86060","17365"
"633281","17359"
"231917","17350"
"1879","17348"
"130168","17347"
"187954","17345"
"2500658","17345"
"323924","17344"
"3150943","17343"
"21925","17339"
"55246","17337"
"59198","17335"
"1870555","17335"
"8114","17332"
"139396","17329"
"225","17325"
"384306","17324"
"81424","17323"
"851811","17322"
"25066","17320"
"560593","17316"
"416926","17315"
"552067","17314"
"1432140","17310"
"136445","17302"
"309683","17302"
"236136","17301"
"135178","17296"
"544983","17293"
"25068","17293"
"28832","17292"
"590956","17290"
"22118","17290"
"2100815","17288"
"1103682","17287"
"1094403","17286"
"271999","17284"
"367138","17284"
"2327517","17283"
"103206","17281"
"62970","17277"
"2953344","17274"
"358556","17273"
"38889","17272"
"53771","17269"
"2112633","17267"
"208","17266"
"886887","17263"
"25122","17252"
"931340","17249"
"23744","17242"
"6512","17239"
"70795","17235"
"41316","17231"
"383148","17230"
"107642","17221"
"21061","17218"
"390989","17207"
"100957","17207"
"331137","17206"
"11138","17205"
"2230","17201"
"60617","17193"
"204467","17193"
"13263","17192"
"1084945","17189"
"122005","17187"
"1358","17187"
"1695906","17183"
"668272","17178"
"74015","17178"
"513198","17175"
"100020","17165"
"1292848","17161"
"1292464","17159"
"344821","17159"
"4227","17153"
"423105","17152"
"1267263","17147"
"345484","17146"
"1941213","17143"
"46149","17136"
"169781","17135"
"111435","17131"
"287","17130"
"424509","17126"
"60075","17124"
"7345","17123"
"147463","17109"
"4333","17109"
"59119","17105"
"76564","17105"
"47633","17101"
"11388","17100"
"83264","17094"
"840947","17093"
"2659313","17093"
"49197","17088"
"521034","17088"
"83406","17086"
"82609","17085"
"758104","17083"
"161052","17082"
"231853","17080"
"608820","17074"
"341583","17071"
"220299","17063"
"3757","17057"
"12469","17056"
"320","17056"
"82515","17052"
"419956","17052"
"3002139","17051"
"588306","17033"
"20400","17026"
"20126","17021"
"115481","17021"
"316799","17021"
"842075","17018"
"338068","17018"
"348545","17014"
"389745","17012"
"82804","17007"
"729907","17005"
"19268","16998"
"105662","16998"
"1206837","16993"
"727643","16989"
"1103052","16988"
"202875","16985"
"527987","16984"
"1095114","16980"
"127480","16971"
"392046","16965"
"42595","16962"
"63225","16962"
"36330","16958"
"520957","16956"
"880096","16955"
"1721198","16954"
"169442","16953"
"183200","16952"
"42610","16947"
"41423","16947"
"93988","16942"
"1332690","16942"
"1796579","16939"
"11256","16934"
"146622","16933"
"336626","16927"
